id,bab,japanese,furigana,raw_display,romaji,indonesian
1,1,あの人,あのひと,あの人(ひと),anohito,orang itu
2,1,あなた,あなた,あなた,anata,anda
3,1,アメリカ,アメリカ,アメリカ,amerika,Amerika
4,1,イギリス,イギリス,イギリス,igirisu,Inggris
5,1,医者,いしゃ,医者(いしゃ),isha,dokter
6,1,インド,インド,インド,indo,India
7,1,インドネシア,インドネシア,インドネシア,indoneshia,Indonesia
8,1,エンジニア,エンジニア,エンジニア,enjinia,insinyur
9,1,会社いん,かいしゃいん,会社(かいしゃ)いん,kaishain,pegawai perusahaan
10,1,学せい,がくせい,学(がく)せい,gakusei,mahasiswa
11,1,韓国,かんこく,韓国(かんこく),kankoku,Korea Selatan
12,1,研究者,けんきゅうしゃ,研究者(けんきゅうしゃ),kenkyuusha,peneliti
13,1,こうべびょういん,こうべびょういん,こうべびょういん,koubebyouin,Rumah Sakit Kobe
14,1,歳,さい,歳(さい),sai,umur
15,1,社員,しゃいん,社員(しゃいん),shain,pegawai
16,1,先生,せんせい,先生(せんせい),sensei,guru
17,1,専門,せんもん,専門(せんもん),senmon,jurusan/keahlian
18,1,大学,だいがく,大学(だいがく),daigaku,universitas
19,1,だれ(どなた),だれ,だれ(どなた),dare,siapa
20,1,中国,ちゅうごく,中国(ちゅうごく),chuugoku,China
21,1,ドイツ,ドイツ,ドイツ,doitsu,Jerman
22,1,日本,にほん,日本(にほん),nihon,Jepang
23,1,病院,びょういん,病院(びょういん),byouin,rumah sakit
24,1,ブラジル,ブラジル,ブラジル,burajiru,Brasil
25,1,富士大学,ふじだいがく,富士大学(ふじだいがく),fujidaigaku,Universitas Fuji
26,1,本,ほん,本(ほん),hon,buku
27,1,わたし,わたし,わたし,watashi,saya
28,2,あれ,あれ,あれ,are,itu (jauh)
29,2,いす,いす,いす,isu,kursi
30,2,えんぴつ,えんぴつ,えんぴつ,enpitsu,pensil
31,2,かぎ,かぎ,かぎ,kagi,kunci
32,2,かさ,かさ,かさ,kasa,payung
33,2,かばん,かばん,かばん,kaban,tas
34,2,カメラ,カメラ,カメラ,kamera,kamera
35,2,車,くるま,車(くるま),kuruma,mobil
36,2,消しゴム,けしゴム,消(け)しゴム,keshigomu,penghapus pensil
37,2,これ,これ,これ,kore,ini
38,2,雑誌,ざっし,雑誌(ざっし),zasshi,majalah
39,2,じどうしゃ,じどうしゃ,じどうしゃ,jidousha,mobil
40,2,新聞,しんぶん,新聞(しんぶん),shinbun,koran
41,2,シャープペンシル,シャープペンシル,シャープペンシル,sha-pupenshiru,pensil mekanik
42,2,そう,そう,そう,sou,begitu
43,2,それ,それ,それ,sore,itu
44,2,違います,ちがいます,違(ちが)います,chigaimasu,bukan/salah
45,2,机,つくえ,机(つくえ),tsukue,meja
46,2,手帳,てちょう,手帳(てちょう),techou,buku agenda
47,2,テープ,テープ,テープ,te-pu,pita kaset
48,2,テープレコーダー,テープレコーダー,テープレコーダー,te-pureko-da-,tape recorder
49,2,テレビ,テレビ,テレビ,terebi,televisi
50,2,時計,とけい,時計(とけい),tokei,jam
51,2,なん(なに),なん,なん(なに),nan,apa
52,2,ノート,ノート,ノート,no-to,buku catatan
53,2,箱,はこ,箱(はこ),hako,kotak
54,2,ボールペン,ボールペン,ボールペン,bo-rupen,pulpen
55,2,名刺,めいし,名刺(めいし),meishi,kartu nama
56,2,ラジオ,ラジオ,ラジオ,rajio,radio
57,2,ラジカセ,ラジカセ,ラジカセ,rajikase,radio kaset
58,3,あそこ(あちら),あそこ,あそこ(あちら),asoko,sana (sopan)
59,3,いくら,いくら,いくら,ikura,berapa harga
60,3,イタリア,イタリア,イタリア,itaria,Italia
61,3,うけつけ,うけつけ,うけつけ,uketsuke,meja informasi
62,3,えん,えん,えん,en,yen
63,3,えれべーたー,えれべーたー,えれべーたー,erebe-ta-,lift
64,3,かいだん,かいだん,かいだん,kaidan,tangga
65,3,会社,かいしゃ,会社(かいしゃ),kaisha,perusahaan
66,3,教室,きょうしつ,教室(きょうしつ),kyoushitsu,ruang kelas
67,3,くに,くに,くに,kuni,negara
68,3,靴,くつ,靴(くつ),kutsu,sepatu
69,3,事務所,じむしょ,事務所(じむしょ),jimusho,kantor
70,3,じどうはんばいき,じどうはんばいき,じどうはんばいき,jidouhanbaiki,mesin penjual otomatis
71,3,食堂,しょくどう,食堂(しょくどう),shokudou,kantin/ruang makan
72,3,スイス,スイス,スイス,suisu,Swiss
73,3,すみません,すみません,すみません,sumimasen,permisi/maaf
74,3,たばこ,たばこ,たばこ,tabako,rokok
75,3,ちか,ちか,ちか,chika,bawah tanah
76,3,どうも,どうも,どうも,doumo,terima kasih
77,3,どこ(どちら),どこ,どこ(どちら),doko,mana (sopan)
78,3,トイレ(おてあらい),トイレ,トイレ(おてあらい),toire,toilet/kamar kecil
79,3,ネクタイ,ネクタイ,ネクタイ,nekutai,dasi
80,3,ひゃく,ひゃく,ひゃく,hyaku,ratus
81,3,へや,へや,へや,heya,kamar/ruangan
82,3,まん,まん,まん,man,puluh ribu
83,3,ワイン,ワイン,ワイン,wain,anggur (minuman)
84,3,うりば,うりば,うりば,uriba,tempat penjualan
85,3,エスカレーター,エスカレーター,エスカレーター,esukare-ta-,eskalator
86,3,かい,かい,かい,kai,lantai/tingkat
87,3,ぎんこう,ぎんこう,ぎんこう,ginkou,bank
88,3,こうじょう,こうじょう,こうじょう,koujou,pabrik
89,3,ここ(こちら),ここ,ここ(こちら),koko,sini (sopan)
90,3,せん,せん,せん,sen,ribu
91,3,でんわ,でんわ,でんわ,denwa,telepon
92,3,りょう,りょう,りょう,ryou,asrama
93,4,朝,あさ,朝(あさ),asa,pagi
94,4,あさって,あさって,あさって,asatte,besok lusa
95,4,明日,あした,明日(あした),ashita,besok
96,4,今,いま,今(いま),ima,sekarang
97,4,起きます,おきます,起(お)きます,okimasu,bangun
98,4,終わります,おわります,終(お)わります,owarimasu,selesai
99,4,火曜日,かようび,火曜日(かようび),kayoubi,hari selasa
100,4,木曜日,もくようび,木曜日(もくようび),mokuyoubi,hari kamis
101,4,金曜日,きんようび,金曜日(きんようび),kinyoubi,hari jumat
102,4,月曜日,げつようび,月曜日(げつようび),getsuyoubi,hari senin
103,4,ごご,ごご,ごご,gogo,sore/p.m
104,4,ごぜん,ごぜん,ごぜん,gozen,pagi/a.m
105,4,今朝,けさ,今朝(けさ),kesa,tadi pagi
106,4,今晩,こんばん,今晩(こんばん),konban,malam ini
107,4,水曜日,すいようび,水曜日(すいようび),suiyoubi,hari rabu
108,4,土曜日,どようび,土曜日(どようび),doyoubi,hari sabtu
109,4,日曜日,にちようび,日曜日(にちようび),nichiyoubi,hari minggu
110,4,大変ですね,たいへんですね,大変(たいへん)ですね,taihendesune,berat ya/sulit ya
111,4,図書館,としょかん,図書館(としょかん),toshokan,perpustakaan
112,4,何時,なんじ,何時(なんじ),nanji,jam berapa
113,4,何分,なんぷん,何分(なんぷん),nanpun,berapa menit
114,4,何曜日,なんようび,何曜日(なんようび),nanyoubi,hari apa
115,4,ねます,ねます,ねます,nemasu,tidur
116,4,はたらきます,はたらきます,はたらきます,hatarakimasu,bekerja
117,4,ばん(よる),ばん,ばん(よる),ban,malam
118,4,昼,ひる,昼(ひる),hiru,siang
119,4,昼休み,ひるやすみ,昼休(ひるやす)み,hiruyasumi,istirahat siang
120,4,べんきょうします,べんきょうします,べんきょうします,benkyoushimasu,belajar
121,4,毎朝,まいあさ,毎朝(まいあさ),maiasa,setiap pagi
122,4,毎晩,まいばん,毎晩(まいばん),maiban,setiap malam
123,4,毎日,まいにち,毎日(まいにち),mainichi,setiap hari
124,4,休み,やすみ,休(やす)み,yasumi,libur/istirahat
125,4,休みます,やすみます,休(やす)みます,yasumimasu,beristirahat/berlibur
126,4,郵便局,ゆうびんきょく,郵便局(ゆうびんきょく),yuubinkyoku,kantor pos
127,4,りょう,りょう,りょう,ryou,asrama
128,4,レストラン,レストラン,レストラン,resutoran,restoran
129,5,あるきます,あるきます,あるきます,arukimasu,berjalan kaki
130,5,いつ,いつ,いつ,itsu,kapan
131,5,いきます,いきます,いきます,ikimasu,pergi
132,5,駅,えき,駅(えき),eki,stasiun
133,5,大阪,おおさか,大阪(おおさか),oosaka,Osaka
134,5,彼女,かのじょ,彼女(かのじょ),kanojo,pacar (wanita)/dia
135,5,彼,かれ,彼(かれ),kare,pacar (pria)/dia
136,5,京都,きょうと,京都(きょうと),kyouto,Kyoto
137,5,きます,きます,きます,kimasu,datang
138,5,去年,きょねん,去年(きょねん),kyonen,tahun lalu
139,5,今月,こんげつ,今月(こんげつ),kongetsu,bulan ini
140,5,今週,こんしゅう,今週(こんしゅう),konshuu,minggu ini
141,5,今年,ことし,今年(ことし),kotoshi,tahun ini
142,5,先月,せんげつ,先月(せんげつ),sengetsu,bulan lalu
143,5,先週,せんしゅう,先週(せんしゅう),senshuu,minggu lalu
144,5,家族,かぞく,家族(かぞく),kazoku,keluarga
145,5,じてんしゃ,じてんしゃ,じてんしゃ,jitensha,sepeda
146,5,新幹線,しんかんせん,新幹線(しんかんせん),shinkansen,kereta super cepat
147,5,タクシー,タクシー,タクシー,takushi-,taksi
148,5,地下鉄,ちかてつ,地下鉄(ちかてつ),chikatetsu,kereta bawah tanah
149,5,次の,つぎの,次(つぎ)の,tsugino,berikutnya
150,5,テスト,テスト,テスト,tesuto,tes/ujian
151,5,電車,でんしゃ,電車(でんしゃ),densha,kereta listrik
152,5,東京,とうきょう,東京(とうきょう),toukyou,Tokyo
153,5,友達,ともだち,友達(ともだち),tomodachi,teman
154,5,何日,なんにち,何日(なんにち),nannichi,tanggal berapa
155,5,何月,なんがつ,何月(なんがつ),nangatsu,bulan apa
156,5,何年,なんねん,何年(なんねん),nannen,tahun berapa
157,5,バス,バス,バス,basu,bus
158,5,飛行機,ひこうき,飛行機(ひこうき),hikouki,pesawat terbang
159,5,独りで,ひとりで,独(ひと)りで,hitoride,sendirian
160,5,船,ふね,船(ふね),fune,kapal laut
161,5,普通,ふつう,普通(ふつう),futsuu,biasa (kereta api)
162,5,ぼうや,ぼうや,ぼうや,bouya,anak laki-laki
163,5,来月,らいげつ,来月(らいげつ),raigetsu,bulan depan
164,5,来週,らいしゅう,来週(らいしゅう),raishuu,minggu depan
165,5,来年,らいねん,来年(らいねん),rainen,tahun depan
166,6,会います,あいます,会(あ)います,aimasu,bertemu
167,6,朝ごはん,あさごはん,朝(あさ)ごはん,asagohan,makan pagi
168,6,お酒,おさけ,お酒(さけ),osake,sake (arak jepang)
169,6,お花見,おはなみ,お花見(はなみ),ohanami,melihat bunga sakura
170,6,買います,かいます,買(か)います,kaimasu,membeli
171,6,書きます,かきます,書(か)きます,kakimasu,menulis
172,6,聞きます,ききます,聞(き)きます,kikimasu,mendengar
173,6,牛乳,ぎゅうにゅう,牛乳(ぎゅうにゅう),gyuunyuu,susu sapi
174,6,吸います,すいます,吸(す)います,suimasu,merokok/menghisap
175,6,魚,さかな,魚(さかな),sakana,ikan
176,6,サッカー,サッカー,サッカー,sakka-,sepak bola
177,6,雑誌,ざっし,雑誌(ざっし),zasshi,majalah
178,6,写真,しゃしん,写真(しゃしん),shashin,foto
179,6,それから,それから,それから,sorekara,setelah itu
180,6,たまご,たまご,たまご,tamago,telur
181,6,食べます,たべます,食(た)べます,tabemasu,makan
182,6,肉,にく,肉(にく),niku,daging
183,6,飲みます,のみます,飲(の)みます,nomimasu,minum
184,6,パン,パン,パン,pan,roti
185,6,昼ごはん,ひるごはん,昼(ひる)ごはん,hirugohan,makan siang
186,6,ビデオ,ビデオ,ビデオ,bideo,video
187,6,晩ごはん,ばんごはん,晩(ばん)ごはん,bangohan,makan malam
188,6,水,みず,水(みず),mizu,air
189,6,見ます,みます,見(み)ます,mimasu,melihat
190,6,読みます,よみます,読(よ)みます,yomimasu,membaca
191,6,店,みせ,店(みせ),mise,toko
192,6,レポート,レポート,レポート,repo-to,laporan
193,6,いっしょに,いっしょに,いっしょに,isshoni,bersama-sama
194,6,えいが,えいが,えいが,eiga,film
195,6,えいがかん,えいがかん,えいがかん,eigakan,bioskop
196,6,くだもの,くだもの,くだもの,kudamono,buah-buahan
197,6,こうちゃ,こうちゃ,こうちゃ,koucha,teh
198,6,ジュース,ジュース,ジュース,ju-su,jus
199,6,手紙,てがみ,手紙(てがみ),tegami,surat
200,6,テニス,テニス,テニス,tenisu,tenis
201,6,とります,とります,とります,torimasu,mengambil (foto)
202,6,なに,なに,なに,nani,apa
203,6,にわ,にわ,にわ,niwa,halaman
204,6,ビール,ビール,ビール,bi-ru,bir
205,6,ピンポン,ピンポン,ピンポン,pinpon,tenis meja
206,6,ロビー,ロビー,ロビー,robi-,lobi
207,7,あげます,あげます,あげます,agemasu,memberi
208,7,いただきます,いただきます,いただきます,itadakimasu,menerima
209,7,えいご,えいご,えいご,eigo,bahasa inggris
210,7,お金,おかね,お金(かね),okane,uang
211,7,お父さん,おとうさん,お父(とう)さん,otousan,ayah (orang lain)
212,7,お母さん,おかあさん,お母(かあ)さん,okaasan,ibu (orang lain)
213,7,おくさん,おくさん,おくさん,okusan,istri (orang lain)
214,7,おしえます,おしえます,おしえます,oshiemasu,mengajar
215,7,紙,かみ,紙(かみ),kami,kertas
216,7,かします,かします,かします,kashimasu,meminjamkan
217,7,借ります,かります,借(か)ります,karimasu,meminjam
218,7,切ります,きります,切(き)ります,kirimasu,memotong
219,7,きっぷ,きっぷ,きっぷ,kippu,karcis
220,7,クリスマス,クリスマス,クリスマス,kurisumasu,natal
221,7,ケータイ,ケータイ,ケータイ,ke-tai,ponsel/HP
222,7,ごちそうさま,ごちそうさま,ごちそうさま,gochisousama,terima kasih makanannya
223,7,ごめんください,ごめんください,ごめんください,gomenkudasai,permisi
224,7,これから,これから,これから,korekara,setelah ini
225,7,ごはん,ごはん,ごはん,gohan,nasi
226,7,シャツ,シャツ,シャツ,shatsu,kemeja
227,7,スプーン,スプーン,スプーン,supu-n,sendok
228,7,スカート,スカート,スカート,suka-to,rok
229,7,すき,すき,すき,suki,suka
230,7,セーター,セーター,セーター,se-ta-,baju hangat/sweater
231,7,父,ちち,父(ちち),chichi,ayah (sendiri)
232,7,手,て,手(て),te,tangan
233,7,テニス,テニス,テニス,tenisu,tenis
234,7,でんわ,でんわ,でんわ,denwa,telepon
235,7,どうぞ,どうぞ,どうぞ,douzo,silahkan
236,7,ナイフ,ナイフ,ナイフ,naifu,pisau
237,7,なに,なに,なに,nani,apa
238,7,習います,ならいます,習(なら)います,naraimasu,belajar
239,7,にほんご,にほんご,にほんご,nihongo,bahasa jepang
240,7,ネクタイ,ネクタイ,ネクタイ,nekutai,dasi
241,7,はさみ,はさみ,はさみ,hasami,gunting
242,7,はし,はし,はし,hashi,sumpit
243,7,花,はな,花(はな),hana,bunga
244,7,母,はは,母(はは),haha,ibu (sendiri)
245,7,パンコン,パンコン,パンコン,pankon,PC/laptop
246,7,プレゼント,プレゼント,プレゼント,purezento,hadiah
247,7,まだ,まだ,まだ,mada,belum
248,7,もう,もう,もう,mou,sudah
249,7,もらいます,もらいます,もらいます,moraimasu,menerima
250,7,ようこそ,ようこそ,ようこそ,youkoso,selamat datang
251,7,レポート,レポート,レポート,repo-to,laporan
252,8,青い,あおい,青(あお)い,aoi,biru
253,8,赤い,あかい,赤(あか)い,akai,merah
254,8,明るい,あかるい,明(あか)るい,akarui,terang
255,8,朝,あさ,朝(あさ),asa,pagi
256,8,足,あし,足(あし),ashi,kaki
257,8,新しい,あたらしい,新(あたら)しい,atarashii,baru
258,8,暑い,あつい,暑(あつ)い,atsui,panas (cuaca)
259,8,熱い,あつい,熱(あつ)い,atsui,panas (benda)
260,8,厚い,あつい,厚(あつ)い,atsui,tebal
261,8,雨,あめ,雨(あめ),ame,hujan
262,8,いい(よい),いい,いい(よい),ii,bagus/baik
263,8,忙しい,いそがしい,忙(いそが)しい,isogashii,sibuk
264,8,痛い,いたい,痛(いた)い,itai,sakit
265,8,一日中,いちにちじゅう,一日中(いちにちじゅう),ichinichijuu,seharian
266,8,いつも,いつも,いつも,itsumo,selalu
267,8,犬,いぬ,犬(いぬ),inu,anjing
268,8,今,いま,今(いま),ima,sekarang
269,8,海,うみ,海(うみ),umi,laut
270,8,おいしい,おいしい,おいしい,oishii,enak
271,8,大きい,おおきい,大(おお)きい,ookii,besar
272,8,遅い,おそい,遅(おそ)い,osoi,lambat/terlambat
273,8,重い,おもい,重(おも)い,omoi,berat
274,8,おもしろい,おもしろい,おもしろい,omoshiroi,menarik/lucu
275,8,音楽,おんがく,音楽(おんがく),ongaku,musik
276,8,外国,がいこく,外国(がいこく),gaikoku,luar negeri
277,8,かしゅ,かしゅ,かしゅ,kashu,penyanyi
278,8,かべ,かべ,かべ,kabe,dinding
279,8,辛い,からい,辛(から)い,karai,pedas
280,8,体,からだ,体(からだ),karada,badan
281,8,借ります,かります,借(か)ります,karimasu,meminjam
282,8,かわ,かわ,かわ,kawa,sungai
283,8,かわいい,かわいい,かわいい,kawaii,lucu/manis
284,8,汚い,きたない,汚(きたな)い,kitanai,kotor
285,8,喫茶店,きっさてん,喫茶店(きっさてん),kissaten,kedai kopi/kafe
286,8,切手,きって,切手(きって),kitte,perangko
287,8,切ります,きります,切(き)ります,kirimasu,memotong
288,8,きれい(な),きれい,きれい(な),kirei,cantik/bersih
289,8,暗い,くらい,暗(くら)い,kurai,gelap
290,8,黒い,くろい,黒(くろ)い,kuroi,hitam
291,8,げんき(な),げんき,げんき(な),genki,sehat
292,8,公園,こうえん,公園(こうえん),kouen,taman
293,8,こども,こども,こども,kodomo,anak
294,8,魚,さかな,魚(さかな),sakana,ikan
295,8,寒い,さむい,寒(さむ)い,samui,dingin (cuaca)
296,8,静か,しずか(な),静(しず)か(な),shizuka(na),tenang/sunyi
297,8,白い,しろい,白(しろ)い,shiroi,putih
298,8,しんせつ(な),しんせつ,しんせつ(な),shinsetsu,ramah
299,8,すずしい,すずしい,すずしい,suzushii,sejuk
300,8,狭い,せまい,狭(せま)い,semai,sempit
301,8,高い,たかい,高(たか)い,takai,tinggi/mahal
302,8,小さい,ちいさい,小(ちい)さい,chiisai,kecil
303,8,近い,ちかい,近(ちか)い,chikai,dekat
304,8,つめたい,つめたい,つめたい,tsumetai,dingin (benda)
305,8,遠い,とおい,遠(とお)い,tooi,jauh
306,8,所,ところ,所(ところ),tokoro,tempat
307,8,ながい,ながい,ながい,nagai,panjang
308,8,賑やか,にぎやか(な),賑(にぎ)やか(な),nigiyaka(na),ramai
309,8,肉,にく,肉(にく),niku,daging
310,8,暇,ひま(な),暇(ひま)(な),hima(na),senggang/luang
311,8,広い,ひろい,広(ひろ)い,hiroi,luas
312,8,富士山,ふじさん,富士山(ふじさん),fujisan,Gunung Fuji
313,8,冬,ふゆ,冬(ふゆ),fuyu,musim dingin
314,8,古い,ふるい,古(ふる)い,furui,kuno/lama
315,8,町,まち,町(まち),machi,kota
316,8,短い,みじかい,短(みじか)い,mijikai,pendek
317,8,むずかしい,むずかしい,むずかしい,muzukashii,sulit
318,8,寮,りょう,寮(りょう),ryou,asrama
319,8,旅行,りょこう,旅行(りょこう),ryokou,tamasya/wisata
320,8,安い,やすい,安(やす)い,yasui,murah
321,8,山,やま,山(やま),yama,gunung
322,8,有名,ゆうめい(な),有名(ゆうめい)(な),yuumei(na),terkenal
323,8,雪,ゆき,雪(ゆき),yuki,salju
324,8,よい(いい),よい,よい(いい),yoi,bagus/baik
325,8,料理,りょうり,料理(りょうり),ryouri,masakan
326,8,わるい,わるい,わるい,warui,jelek/buruk
327,9,あし,あし,あし,ashi,kaki
328,9,あたま,あたま,あたま,atama,kepala
329,9,あまり,あまり,あまり,amari,tidak begitu
330,9,イタリア語,イタリアご,イタリア語(ご),itariago,bahasa italia
331,9,うた,うた,うた,uta,lagu
332,9,え,え,え,e,gambar/lukisan
333,9,音楽,おんがく,音楽(おんがく),ongaku,musik
334,9,外国語,がいこくご,外国語(がいこくご),gaikokugo,bahasa asing
335,9,かぶき,かぶき,かぶき,kabuki,kabuki (teater tradisional jepang)
336,9,カラオケ,カラオケ,カラオケ,karaoke,karaoke
337,9,漢字,かんじ,漢字(かんじ),kanji,kanji
338,9,クラシック,クラシック,クラシック,kurashikku,musik klasik
339,9,こまかいお金,こまかいおかね,こまかいお金(かね),komakaiokane,uang kecil/receh
340,9,コンサート,コンサート,コンサート,konsa-to,konser
341,9,ゴルフ,ゴルフ,ゴルフ,gorufu,golf
342,9,酒,さけ,酒(さけ),sake,sake/minuman keras
343,9,じかん,じかん,じかん,jikan,waktu
344,9,じ,じ,じ,ji,huruf
345,9,ジャズ,ジャズ,ジャズ,jazu,jazz
346,9,じょうず(な),じょうず,じょうず(な),jouzu,pandai/pintar
347,9,すき(な),すき,すき(な),suki,suka
348,9,スポーツ,スポーツ,スポーツ,supo-tsu,olahraga
349,9,ぜんぜん,ぜんぜん,ぜんぜん,zenzen,sama sekali (tidak)
350,9,ダンス,ダンス,ダンス,dansu,tarian/dansa
351,9,チケット,チケット,チケット,chiketto,tiket
352,9,どうして,どうして,どうして,doushite,mengapa/kenapa
353,9,どんな,どんな,どんな,donna,seperti apa
354,9,たくさん,たくさん,たくさん,takusan,banyak
355,9,なぜ,なぜ,なぜ,naze,mengapa
356,9,ならいごと,ならいごと,ならいごと,naraigoto,les/kursus
357,9,にほんご,にほんご,にほんご,nihongo,bahasa jepang
358,9,ひらがな,ひらがな,ひらがな,hiragana,hiragana
359,9,へた(な),へた,へた(な),heta,kurang pandai/bodoh
360,9,ポップス,ポップス,ポップス,poppusu,musik pop
