id,bab,japanese,furigana,raw_display,romaji,indonesian
765,22,おゆ,おゆ,おゆ,oyu,air panas
766,22,かぐ,かぐ,かぐ,kagu,perabotan rumah/mebel
767,22,かびん,かびん,かびん,kabin,vas bunga
768,22,きいろい,きいろい,きいろい,kiiroi,kuning
769,22,くみたてます,くみたてます,くみたてます,kumitatemasu,merakit
770,22,こしょうします,こしょうします,こしょうします,koshoushimasu,rusak
771,22,このへん,このへん,このへん,konohen,disekitar sini
772,22,こんど,こんど,こんど,kondo,yang akan datang/lain kali
773,22,さいふ,さいふ,さいふ,saifu,dompet
774,22,さそいます,さそいます,さそいます,sasoimasu,mengajak
775,22,ざんねん,ざんねん,ざんねん,zannen,menyesal/sayang
776,22,すいはんき,すいはんき,すいはんき,suihanki,rice cooker/penanak nasi
777,22,スープ,スープ,スープ,su-pu,sup
778,22,たきます,たきます,たきます,takimasu,menanak nasi/memasak
779,22,なべ,なべ,なべ,nabe,panci
780,22,ならびます,ならびます,ならびます,narabimasu,berbaris/antri
781,22,ならべます,ならべます,ならべます,narabemasu,menjejerkan/menyusun
782,22,にます,にます,にます,nimasu,merebus
783,22,のせます,のせます,のせます,nosemasu,menempatkan
784,22,ビル,ビル,ビル,biru,gedung
785,22,フライパン,フライパン,フライパン,furaipan,wajan penggorengan
786,22,ほうちょう,ほうちょう,ほうちょう,houchou,pisau dapur
787,22,やかん,やかん,やかん,yakan,teko/cerek/ketel
788,22,やきます,やきます,やきます,yakimasu,membakar
789,22,やくそく,やくそく,やくそく,yakusoku,janji
790,22,わかします,わかします,わかします,wakashimasu,merebus/memanaskan
791,23,いなか,いなか,いなか,inaka,desa
792,23,おかしい,おかしい,おかしい,okashii,aneh/ganjil
793,23,おぼん休み,おぼんやすみ,おぼん休(やす)み,obonyasumi,libur obong
794,23,おもさ,おもさ,おもさ,omosa,beratnya
795,23,かぞえます,かぞえます,かぞえます,kazoemasu,menghitung
796,23,きめます,きめます,きめます,kimemasu,menetapkan/memutuskan
797,23,下がります,さがります,下(さ)がります,sagarimasu,turun
798,23,しゅっせきします,しゅっせきします,しゅっせきします,shussekishimasu,hadir/menghadiri
799,23,しらべます,しらべます,しらべます,shirabemasu,memeriksa/mengecek
800,23,そうだんします,そうだんします,そうだんします,soudanshimasu,musyawarah
801,23,たのみます,たのみます,たのみます,tanomimasu,meminta
802,23,たります,たります,たります,tarimasu,cukup
803,23,とじます,とじます,とじます,tojimasu,menutup
804,23,長さ,ながさ,長(なが)さ,nagasa,panjangnya
805,23,はかります,はかります,はかります,hakarimasu,mengukur
806,23,ひろば,ひろば,ひろば,hiroba,lapangan
807,23,フィルム,フィルム,フィルム,firumu,klise/negatif film
808,23,ふく,ふく,ふく,fuku,pakaian
809,23,まにあいます,まにあいます,まにあいます,maniaimasu,tepat waktu
810,23,もどります,もどります,もどります,modorimasu,kembali
811,23,やめます,やめます,やめます,yamemasu,berhenti
812,23,ランプ,ランプ,ランプ,ranpu,lampu
813,24,あきます,あきます,あきます,akimasu,terbuka
814,24,あつめます,あつめます,あつめます,atsumemasu,mengumpulkan
815,24,安全ひょうしき,あんぜんひょうしき,安全(あんぜん)ひょうしき,anzenhyoushiki,tanda keselamatan kerja
816,24,入れます,いれます,入(い)れます,iremasu,memasukkan
817,24,うごきます,うごきます,うごきます,ugokimasu,bergerak
818,24,駅いん,えきいん,駅(えき)いん,ekiin,pegawai stasiun
819,24,おします,おします,おします,oshimasu,menekan
820,24,かかります,かかります,かかります,kakarimasu,tergantung/terkunci
821,24,かけます,かけます,かけます,kakemasu,menggantungkan/mengunci
822,24,かぜをひきます,かぜをひきます,かぜをひきます,kazewohikimasu,masuk angin/flu
823,24,カレンダー,カレンダー,カレンダー,karenda-,kalender
824,24,きゅうに,きゅうに,きゅうに,kyuuni,tiba tiba
825,24,ころびます,ころびます,ころびます,korobimasu,terjatuh
826,24,こわします,こわします,こわします,kowashimasu,merusak
827,24,さします,さします,さします,sashimasu,menancapkan/menusukkan/menunjuk
828,24,しばらく,しばらく,しばらく,shibaraku,sebentar/tidak lama kemudian
829,24,しまります,しまります,しまります,shimarimasu,tertutup
830,24,せんぷうき,せんぷうき,せんぷうき,senpuuki,kipas angin
831,24,そうじき,そうじき,そうじき,soujiki,alat penghisap debu
832,24,たんす,たんす,たんす,tansu,lemari
833,24,つきます,つきます,つきます,tsukimasu,menyala
834,24,つけます,つけます,つけます,tsukemasu,menyalakan
835,24,ていでん,ていでん,ていでん,teiden,mati listrik
836,24,トラック,トラック,トラック,torakku,truk
837,24,はります,はります,はります,harimasu,menempelkan
838,24,ひきだし,ひきだし,ひきだし,hikidashi,laci
839,24,ひょうし,ひょうし,ひょうし,hyoushi,sampul/jilid (buku)
840,24,へんじ,へんじ,へんじ,henji,jawaban
841,24,ホーム,ホーム,ホーム,ho-mu,peron
842,24,ホワイトボード,ホワイトボード,ホワイトボード,howaitobo-do,papan tulis putih
843,24,本だな,ほんだな,本(ほん)だな,hondana,rak buku
844,24,まちがえます,まちがえます,まちがえます,machigaemasu,bersalah/salah/keliru
845,24,まわります,まわります,まわります,mawarimasu,berputar
846,24,もんだいしゅう,もんだいしゅう,もんだいしゅう,mondaishuu,kumpulan soal/lembar soal
847,25,じゃがいも,じゃがいも,じゃがいも,jagaimo,kentang
848,25,しゅうちゅうします,しゅうちゅうします,しゅうちゅうします,shuuchuushimasu,konsentrasi
849,25,しょう月,しょうがつ,しょう月(がつ),shougatsu,tahun baru
850,25,たおれます,たおれます,たおれます,taoremasu,tumbang/roboh
851,25,ちょうせつします,ちょうせつします,ちょうせつします,chousetsushimasu,menyetel
852,25,つづけます,つづけます,つづけます,tsuzukemasu,melanjutkan
853,25,つよい,つよい,つよい,tsuyoi,kuat/kencang
854,25,とうもろこし,とうもろこし,とうもろこし,toumorokoshi,jagung
855,25,ねだん,ねだん,ねだん,nedan,harga
856,25,はれます,はれます,はれます,haremasu,cerah
857,25,日の出,ひので,日(ひ)の出(で),hinode,matahari terbit
858,25,ふきます,ふきます,ふきます,fukimasu,bertiup
859,25,ボート,ボート,ボート,bo-to,kapal boot
860,25,ボーナス,ボーナス,ボーナス,bo-nasu,bonus
861,25,ゆうがた,ゆうがた,ゆうがた,yuugata,petang/sore
862,25,よてい,よてい,よてい,yotei,rencana
863,25,リーダー,リーダー,リーダー,ri-da-,ketua
864,26,~階,かい,〜階(かい),kai,LANTAI ~
865,26,赤信号,あかしんごう,赤信号(あかしんごう),akashingou,LAMPU MERAH
866,26,音,おと,音(おと),oto,SUARA BENDA MATI / BUNYI
867,26,重い,おもい,重い(おもい),omoi,BERAT
868,26,泳ぎ方,およぎかた,泳ぎ方(およぎかた),oyogikata,CARA BERENANG
869,26,ガイドブック,ガイドブック,ガイドブック,gaidobukku,BUKU PETUNJUK
870,26,機械,きかい,機械(きかい),kikai,MESIN
871,26,規則,きそく,規則(きそく),kisoku,PERATURAN
872,26,牛肉,ぎゅうにく,牛肉(ぎゅうにく),gyuuniku,DAGING SAPI
873,26,曇り,くもり,曇り(くもり),kumori,BERAWAN / MENDUNG
874,26,組み立てます,くみたてます,組み立てます(くみたてます),kumitatemasu,MERAKIT
875,26,声,こえ,声(こえ),koe,SUARA
876,26,魚,さかな,魚(さかな),sakana,IKAN
877,26,残念,ざんねん,残念(ざんねん),zannen,SAYANG / DISESALKAN
878,26,新宿,しんじゅく,新宿(しんじゅく),shinjuku,SHINJUKU
879,26,数学,すうがく,数学(すうがく),suugaku,ILMU MATEMATIKA
880,26,ストレス解消,ストレスかいしょう,ストレス解消(ストレスかいしょう),sutoresukaishou,MENGHILANGKAN STRES
881,26,つもり,つもり,つもり,tsumori,TUJUAN / MAKSUD
882,26,鳥,とり,鳥(とり),tori,BURUNG
883,26,荷物,にもつ,荷物(にもつ),nimotsu,BARANG BAWAAN
884,26,運びます,はこびます,運びます(はこびます),hakobimasu,MEMBAWA / MENGANGKUT
885,26,二十歳,はたち,二十歳(はたち),hatachi,UMUR 20 TAHUN
886,26,晴れる,はれる,晴れる(はれる),hareru,CERAH
887,26,富士山,ふじさん,富士山(ふじさん),fujisan,GUNUNG FUJI
888,26,豚肉,ぶたにく,豚肉(ぶたにく),butaniku,DAGING BABI
889,26,ほとんど,ほとんど,ほとんど,hotondo,HAMPIR
890,26,本当,ほんとう,本当(ほんとう),hontou,BENAR-BENAR
891,26,マンション,マンション,マンション,manshon,MANSHION / APARTEMEN
892,26,持ちます,もちます,持ちます(もちます),mochimasu,MEMBAWA
893,26,家賃,やちん,家賃(やちん),yachin,BIAYA SEWA RUMAH
894,26,アルバイト,アルバイト,アルバイト,arubaito,KERJA SAMBILAN / PART TIME
895,26,一生懸命,いっしょうけんめい,一生懸命(いっしょうけんめい),isshoukenmei,BERSUNGGUH-SUNGGUH
896,26,映画,えいが,映画(えいが),eiga,FILM
897,26,お酒,おさけ,お酒(おさけ),osake,SAKE (MINUMAN KERAS JEPANG)
898,26,弟,おとうと,弟(おとうと),otouto,ADIK LAKI-LAKI (SENDIRI)
899,26,踊り,おどり,踊り(おどり),odori,TARIAN
900,26,思います,おもいます,思います(おもいます),omoimasu,MEMIKIRKAN / MENGIRA
901,26,漢字,かんじ,漢字(かんじ),kanji,HURUF KANJI
902,26,警官,けいかん,警官(けいかん),keikan,POLISI
903,26,警察,けいさつ,警察(けいさつ),keisatsu,KANTOR POLISI
904,26,結婚式,けっこんしき,結婚式(けっこんしき),kekkonshiki,UPACARA PERNIKAHAN
905,26,公園,こうえん,公園(こうえん),kouen,TAMAN
906,26,合格します,ごうかくします,合格します(ごうかくします),goukakushimasu,LULUS
907,26,高校,こうこう,高校(こうこう),koukou,SMA
908,26,交差点,こうさてん,交差点(こうさてん),kousaten,PERSIMPANGAN / PEREMPATAN
909,26,子供,こども,子供(こども),kodomo,ANAK
910,26,試験,しけん,試験(しけん),shiken,UJIAN
911,26,自分,じぶん,自分(じぶん),jibun,DIRI SENDIRI
912,26,将来,しょうらい,将来(しょうらい),shourai,MASA DEPAN
913,26,ぜひ,ぜひ,ぜひ,zehi,TENTU / PASTI
914,27,専門学校,せんもんがっこう,専門学校(せんもんがっこう),senmongakkou,SEKOLAH KEJURUAN
915,27,卒業します,そつぎょうします,卒業します(そつぎょうします),sotsugyoushimasu,TAMAT / LULUS SEKOLAH
916,27,大変,たいへん,大変(たいへん),taihen,BERAT / SULIT
917,27,建てます,たてます,建てます(たてます),tatemasu,MENDIRIKAN
918,27,貯金します,ちょきんします,貯金します(ちょきんします),chokinshimasu,MENABUNG
919,27,冷たい,つめたい,冷たい(つめたい),tsumetai,DINGIN (BENDA)
920,27,泊まります,とまります,泊まります(とまります),tomarimasu,MENGINAP
921,27,喉が渇きます,のどがかわきます,喉が渇きます(のどがかわきます),nodogakawakimasu,HAUS
922,27,登ります,のぼります,登ります(のぼります),noborimasu,MENDAKI / MEMANJAT
923,27,部屋,へや,部屋(へや),heya,KAMAR
924,27,僕,ぼく,僕(ぼく),boku,SAYA / AKU (LAKI-LAKI)
925,27,又,また,又(また),mata,LAGI
926,27,店,みせ,店(みせ),mise,TOKO
927,27,焼きます,やきます,焼きます(やきます),yakimasu,MEMBAKAR
928,27,夢,ゆめ,夢(ゆめ),yume,IMPIAN / CITA-CITA
929,27,渡ります,わたります,渡ります(わたります),watarimasu,MENYEBERANG
930,27,暖かい,あたたかい,暖かい(あたたかい),atatakai,HANGAT
931,27,映画館,えいがかん,映画館(えいがかん),eigakan,BIOSKOP
932,27,送ります,おくります,送ります(おくります),okurimasu,MENGANTAR
933,27,落ちます,おちます,落ちます(おちます),ochimasu,JATUH
934,27,面白い,おもしろい,面白い(おもしろい),omoshiroi,MENARIK
935,27,降ります,おります,降ります(おります),orimasu,TURUN KENDARAAN
936,27,傘,かさ,傘(かさ),kasa,PAYUNG
937,27,看板,かんばん,看板(かんばん),kanban,PAPAN REKLAME
938,27,切れます,きれます,切れます(きれます),kiremasu,PUTUS
939,27,喧嘩,けんか,喧嘩(けんか),kenka,BERKELAHI / BERTENGKAR
940,27,声をかけます,こえをかけます,声をかけます(こえをかけます),koewokakemasu,MENYAPA
941,27,コマーシャル CM,コマーシャル CM,コマーシャル CM,koma-sharu CM,IKLAN TV
942,27,転びます,ころびます,転びます(ころびます),korobimasu,TERJATUH
943,27,授業,じゅぎょう,授業(じゅぎょう),jugyou,PELAJARAN
944,27,宿題,しゅくだい,宿題(しゅくだい),shukudai,PEKERJAAN RUMAH
945,27,凄い,すごい,凄い(すごい),sugoi,HEBAT / LUAR BIASA
946,27,空,そら,空(そら),sora,LANGIT
947,27,そろそろ,そろそろ,そろそろ,sorosoro,TIDAK LAMA LAGI / SEBENTAR LAGI
948,27,大切な,たいせつな,大切な(たいせつな),taisetsuna,PENTING / BERHARGA
949,27,台風,たいふう,台風(たいふう),taifuu,TOPAN
950,27,倒れます,たおれます,倒れます(たおれます),taoremasu,TUMBANG / ROBOH
951,27,中止,ちゅうし,中止(ちゅうし),chuushi,PEMBERHENTIAN / PEMBATALAN
952,27,強い,つよい,強い(つよい),tsuyoi,KUAT / KENCANG
953,27,天気予報,てんきよほう,天気予報(てんきよほう),tenkiyohou,PRAKIRAAN CUACA
954,27,電線,でんせん,電線(でんせん),densen,KAWAT LISTRIK
955,27,図書館,としょかん,図書館(としょかん),toshokan,PERPUSTAKAAN
956,27,泣きます,なきます,泣きます(なきます),nakimasu,MENANGIS
957,27,匂い,におい,匂い(におい),nioi,BAU
958,27,発車します,はっしゃします,発車します(はっしゃします),hasshashimasu,"BERANGKAT (KEBERANGKATAN BIS, MOBIL, KERETA DLL)"
959,27,半分,はんぶん,半分(はんぶん),hanbun,SEPARUH / SETENGAH
960,27,服,ふく,服(ふく),fuku,PAKAIAN
961,27,ぶつかります,ぶつかります,ぶつかります,butsukarimasu,MENABRAK
962,27,ポール,ポール,ポール,po-ru,TIANG
963,27,真面目,まじめ,真面目(まじめ),majime,TEKUN / SERIUS / RAJIN
964,28,不味い,まずい,不味い(まずい),mazui,TIDAK ENAK
965,28,問題,もんだい,問題(もんだい),mondai,MASALAH
966,28,約束,やくそく,約束(やくそく),yakusoku,JANJI
967,28,止みます,やみます,止みます(やみます),yamimasu,BERHENTI (HUJAN)
968,28,良さそうな,よさそうな,良さそうな(よさそうな),yosasouna,KELIHATANNYA BAIK
969,28,ラーメン屋,ラーメンや,ラーメン屋(ラーメンや),ra-menya,KEDAI RAMEN
970,28,(〜が) たのしみです,(〜が) たのしみです,(〜が) たのしみです,(~ga) tanoshimidesu,MENUNGGU ~ DENGAN SENANG HATI
971,28,〜によると,〜によると,〜によると,~niyoruto,MENURUT ~
972,28,甘い,あまい,甘い(あまい),amai,MANIS
973,28,案内します,あんないします,案内します(あんないします),annaishimasu,MEMANDU
974,28,上野,うえの,上野(うえの),ueno,UENO (NAMA KOTA DI TOKYO)
975,28,受けます,うけます,受けます(うけます),ukemasu,MENGIKUTI (UJIAN)
976,28,奥さん,おくさん,奥さん(おくさん),okusan,ISTRI (ORANG LAIN)
977,28,送って行きます,おくっていきます,送って行きます(おくっていきます),okutteikimasu,PERGI MENGANTAR
978,28,お祭り,おまつり,お祭り(おまつり),omatsuri,FESTIVAL / PERAYAAN
979,28,可愛い,かわいい,可愛い(かわいい),kawaii,MANIS / CANTIK
980,28,危険,きけん,危険(きけん),kiken,BAHAYA
981,28,クラス会,クラスかい,クラス会(クラスかい),kurasukai,PERTEMUAN KELAS / REUNI
982,28,現場,げんば,現場(げんば),genba,TEMPAT LAPANGAN KERJA
983,28,混みます,こみます,混みます(こみます),komimasu,PENUH ORANG
984,28,残業,ざんぎょう,残業(ざんぎょう),zangyou,LEMBUR
985,28,事故,じこ,事故(じこ),jiko,KECELAKAAN
986,28,支社,ししゃ,支社(ししゃ),shisha,KANTOR CABANG
987,28,空きます,すきます,空きます(すきます),sukimasu,TIDAK PENUH ORANG
988,28,ちょうど,ちょうど,ちょうど,choudo,PAS
989,28,釣り,つり,釣り(つり),tsuri,MEMANCING IKAN
990,28,なかなか,なかなか,なかなか,nakanaka,SUSAH ~
991,28,並びます,ならびます,並びます(ならびます),narabimasu,ANTRI
992,28,苦い,にがい,苦い(にがい),nigai,PAHIT
993,28,ニュース,ニュース,ニュース,nyu-su,BERITA
994,28,値段,ねだん,値段(ねだん),nedan,HARGA
995,28,北海道,ほっかいどう,北海道(ほっかいどう),hokkaidou,HOKKAIDO
996,28,本社,ほんしゃ,本社(ほんしゃ),honsha,KANTOR PUSAT
997,28,町,まち,町(まち),machi,KOTA
998,28,野菜,やさい,野菜(やさい),yasai,SAYUR
999,28,用事,ようじ,用事(ようじ),youji,KEPERLUAN
1000,28,１３億人,１３おくにん,１３億人(１３おくにん),13okunin,1.300.000.000 ORANG
1001,28,愛します,あいします,愛します(あいします),aishimasu,MENCINTAI
1002,28,朝寝坊,あさねぼう,朝寝坊(あさねぼう),asanebou,BANGUN KESIANGAN
1003,28,犬,いぬ,犬(いぬ),inu,ANJING
1004,28,嫌な,いやな,嫌な(いやな),iyana,TIDAK MENYENANGKAN
1005,28,駅員室,えきいんしつ,駅員室(えきいんしつ),ekiinshitsu,RUANGAN PEGAWAI STASIUN
1006,28,遅れます,おくれます,遅れます(おくれます),okuremasu,TERLAMBAT
1007,28,起こします,おこします,起こします(おこします),okoshimasu,MEMBANGUNKAN
1008,28,行います,おこないます,行います(おこないます),okonaimasu,MELAKSANAKAN
1009,28,改札口,かいさつぐち,改札口(かいさつぐち),kaisatsuguchi,PINTU MASUK / KELUAR PEMERIKSAAN KARCIS
1010,28,歌手,かしゅ,歌手(かしゅ),kashu,PENYANYI
1011,28,悲しい,かなしい,悲しい(かなしい),kanashii,SEDIH
1012,28,噛みます,かみます,噛みます(かみます),kamimasu,MENGGIGIT
1013,28,季節,きせつ,季節(きせつ),kisetsu,MUSIM
1014,29,指示,しじ,指示(しじ),shiji,PERINTAH
1015,29,背中,せなか,背中(せなか),senaka,PUNGGUNG
1016,29,尊敬,そんけい,尊敬(そんけい),sonkei,KEHORMATAN
1017,29,捕まえます,つかまえます,捕まえます(つかまえます),tsukamaemasu,MENANGKAP
1018,29,泥棒,どろぼう,泥棒(どろぼう),dorobou,PENCURI
1019,29,殴ります,なぐります,殴ります(なぐります),nagurimasu,MEMUKUL (MENINJU)
1020,29,逃げます,にげます,逃げます(にげます),nigemasu,KABUR / MELARIKAN DIRI
1021,29,日記,にっき,日記(にっき),nikki,BUKU HARIAN / DIARY
1022,29,盗まれます,ぬすまれます,盗まれます(ぬすまれます),nusumaremasu,DICURI
1023,29,ばかり,ばかり,ばかり,bakari,MELULU
1024,29,拾います,ひろいます,拾います(ひろいます),hiroimasu,MEMUNGUT
1025,29,踏まれます,ふまれます,踏まれます(ふまれます),fumaremasu,DIINJAK
1026,29,不良品,ふりょうひん,不良品(ふりょうひん),furyouhin,BARANG CACAT
1027,29,ペナルティー,ペナルティー,ペナルティー,penaruti-,HUKUMAN
1028,29,褒めます,ほめます,褒めます(ほめます),homemasu,MEMUJI
1029,29,目覚し時計,めざましどけい,目覚し時計(めざましどけい),mezamashidokei,JAM BEKER
1030,29,破れます,やぶれます,破れます(やぶれます),yaburemasu,ROBEK
1031,29,若い,わかい,若い(わかい),wakai,MUDA
1032,29,割ります,わります,割ります(わります),warimasu,MEMECAHKAN
1033,29,安心,あんしん,安心(あんしん),anshin,LEGA
1034,29,痛い,いたい,痛い(いたい),itai,SAKIT
1035,29,お客さん,おきゃくさん,お客さん(おきゃくさん),okyakusan,TAMU
1036,29,お年より,おとしより,お年より(おとしより),otoshiyori,ORANG YANG SUDAH TUA
1037,29,かわいそう,かわいそう,かわいそう,kawaisou,KASIHAN
1038,29,嫌います,きらいます,嫌います(きらいます),kiraimasu,MEMBENCI
1039,29,薬,くすり,薬(くすり),kusuri,OBAT
1040,29,結果,けっか,結果(けっか),kekka,HASIL
1041,29,検査,けんさ,検査(けんさ),kensa,PEMERIKSAAN
1042,29,断ります,ことわります,断ります(ことわります),kotowarimasu,MENOLAK
1043,29,怖い,こわい,怖い(こわい),kowai,TAKUT / MENAKUTKAN
1044,29,週末,しゅうまつ,週末(しゅうまつ),shuumatsu,AKHIR MINGGU / AKHIR PEKAN
1045,29,心配,しんぱい,心配(しんぱい),shinpai,KHAWATIR
1046,29,進めます,すすめます,進めます(すすめます),susumemasu,MENAWARKAN
1047,29,絶対,ぜったい,絶対(ぜったい),zettai,PASTI
1048,29,入院,にゅういん,入院(にゅういん),nyuuin,DIRAWAT DI RUMAH SAKIT / OPNAME
1049,29,半年,はんとし,半年(はんとし),hantoshi,SETENGAH TAHUN
1050,29,冷やします,ひやします,冷やします(ひやします),hiyashimasu,MENDINGINKAN
1051,29,申し込みます,もうしこみます,申し込みます(もうしこみます),moushikomimasu,MENDAFTAR
1052,29,模擬試験,もぎしけん,模擬試験(もぎしけん),mogishiken,UJIAN PERCOBAAN
1053,29,戻ります,もどります,戻ります(もどります),modorimasu,KEMBALI
1054,29,雪,ゆき,雪(ゆき),yuki,SALJU
1055,29,赤ちゃん,あかちゃん,赤ちゃん(あかちゃん),akachan,BAYI
1056,29,秋葉原,あきはばら,秋葉原(あきはばら),akihabara,AKIHABARA
1057,29,いいにおい,いいにおい,いいにおい,iinioi,BAU YANG ENAK
1058,29,移します,うつします,移します(うつします),utsushimasu,MEMINDAHKAN
1059,29,叔母,おば,叔母(おば),oba,BIBI (SENDIRI)
1060,29,乾電池,かんでんち,乾電池(かんでんち),kandenchi,BATERAI
1061,29,気づきます,きづきます,気づきます(きづきます),kizukimasu,MENYADARI
1062,29,恋人,こいびと,恋人(こいびと),koibito,PACAR/KEKASIH
1063,29,こんな,こんな,こんな,konna,SEPERTI INI
1064,30,じゃま,じゃま,じゃま,jama,MENGGANGGU
1065,30,受話器,じゅわき,受話器(じゅわき),juwaki,GAGANG TELEPON
1066,30,小学生,しょうがくせい,小学生(しょうがくせい),shougakusei,ANAK SD
1067,30,倉庫,そうこ,倉庫(そうこ),souko,GUDANG
1068,30,そんな,そんな,そんな,sonna,SEPERTI ITU
1069,30,宅配便,たくはいびん,宅配便(たくはいびん),takuhaibin,JASA PENGIRIMAN BARANG KE RUMAH
1070,30,チャイム,チャイム,チャイム,chaimu,BEL/LONCENG
1071,30,チャイムが鳴る,チャイムがなる,チャイムが鳴る(チャイムがなる),chaimuganaru,BEL BERBUNYI
1072,30,ドレス,ドレス,ドレス,doresu,GAUN
1073,30,話中,はなしちゅう,話中(はなしちゅう),hanashichuu,TELEPON SEDANG DIPAKAI
1074,30,干します,ほします,干します(ほします),hoshimasu,MENJEMUR
1075,30,濡れます,ぬれます,濡れます(ぬれます),nuremasu,BASAH
1076,30,外れます,はずれます,外れます(はずれます),hazuremasu,LEPAS TIDAK PAS
1077,30,泣き声,なきごえ,泣き声(なきごえ),nakigoe,SUARA TANGIS
1078,30,日本製,にほんせい,日本製(にほんせい),nihonsei,BUATAN JEPANG
1079,30,メモを取ります,メモをとります,メモを取ります(メモをとります),memowotorimasu,MENCATAT
1080,30,やっぱり/やはり,やっぱり/やはり,やっぱり/やはり,yappari/yahari,MEMANG/TENTU/SEPERTI TELAH SAYA BAYANGKAN
1081,30,留守,るす,留守(るす),rusu,TIDAK ADA DI RUMAH
1082,30,連絡します,れんらくします,連絡します(れんらくします),renrakushimasu,MENGHUBUNGI
1083,30,ロープ,ロープ,ロープ,ro-pu,TAMBANG
1084,30,１０年ぶり,１０ねんぶり,１０年ぶり(１０ねんぶり),10nenburi,SESUDAH 10 TAHUN
1085,30,お宅,おたく,お宅(おたく),otaku,RUMAH / KEDIAMAN
1086,30,経済,けいざい,経済(けいざい),keizai,EKONOMI
1087,30,専門家,せんもんか,専門家(せんもんか),senmonka,AHLI / SPESIALISASI
1088,30,勤めます,つとめます,勤めます(つとめます),tsutomemasu,BERTUGAS / BEKERJA
1089,30,伝言,でんごん,伝言(でんごん),dengon,PESAN (LISAN)
1090,30,討論会,とうろんかい,討論会(とうろんかい),touronkai,PERTEMUAN / ACARA DISKUSI
1091,30,日本中,にほんじゅう,日本中(にほんじゅう),nihonjuu,SELURUH JEPANG
1092,30,まあまあ,まあまあ,まあまあ,maamaa,LUMAYAN
1093,30,ようこそ,ようこそ,ようこそ,youkoso,SELAMAT DATANG
1094,30,祝います,いわいます,祝います(いわいます),iwaimasu,MERAYAKANI
1095,30,おかげ,おかげ,おかげ,okage,BERKAT BANTUAN
1096,30,驚きます,おどろきます,驚きます(おどろきます),odorokimasu,TERKEJUT
1097,30,おもちゃ,おもちゃ,おもちゃ,omocha,MAINAN
1098,30,記念写真,きねんしゃしん,記念写真(きねんしゃしん),kinenshashin,FOTO KENANG-KENANGAN
1099,30,記念日,きねんび,記念日(きねんび),kinenbi,HARI PERINGATAN
1100,30,空港,くうこう,空港(くうこう),kuukou,BANDARA
1101,30,サンタクロース,サンタクロース,サンタクロース,santakuro-su,SANTA CLAUS
1102,30,字,じ,字(じ),ji,HURUF
1103,30,辞書,じしょ,辞書(じしょ),jisho,KAMUS
1104,30,招待します,しょうたいします,招待します(しょうたいします),shoutaishimasu,MENGUNDANG
1105,30,相談します,そうだんします,相談します(そうだんします),soudanshimasu,BERKONSULTASI
1106,30,助けます,たすけます,助けます(たすけます),tasukemasu,MENOLONG
1107,30,チケット,チケット,チケット,chiketto,TIKET
1108,30,動物園,どうぶつえん,動物園(どうぶつえん),doubutsuen,KEBUN BINATANG
1109,30,習います,ならいます,習います(ならいます),naraimasu,BELAJAR
1110,30,人形,にんぎょう,人形(にんぎょう),ningyou,BONEKA
1111,30,無事/無事に,ぶじ/ぶじに,無事/無事に(ぶじ/ぶじに),buji/bujini,DENGAN SELAMAT
1112,30,プレゼントします,プレゼントします,プレゼントします,purezentoshimasu,MEMBERIKAN HADIAH
1113,30,用意します,よういします,用意します(よういします),youishimasu,MEMPERSIAPKAN
1114,31,形,かたち,形(かたち),katachi,BENTUK
